Complaint_ID,Customer_ID,Complaint_Text,Sentiment
CMP0669,C0669,The bill is way higher than expected.,NEGATIVE
CMP0670,C0670,Everything looks fine.,POSITIVE
CMP0671,C0671,Why was I billed for unused data?,NEGATIVE
CMP0672,C0672,Everything looks fine.,POSITIVE
CMP0673,C0673,Everything looks fine.,POSITIVE
CMP0674,C0674,Charges match my usage perfectly.,POSITIVE
CMP0675,C0675,I was charged extra for roaming.,NEGATIVE
CMP0676,C0676,My discount wasn’t applied.,NEGATIVE
CMP0677,C0677,Tax seems incorrect.,NEGATIVE
CMP0678,C0678,I was charged extra for roaming.,NEGATIVE
CMP0679,C0679,Thanks for resolving my last issue.,POSITIVE
CMP0680,C0680,Why was I billed for unused data?,NEGATIVE
CMP0681,C0681,"Great service, no issues with billing.",POSITIVE
CMP0682,C0682,I need help understanding my bill.,NEGATIVE
CMP0683,C0683,Why was I billed for unused data?,NEGATIVE
CMP0684,C0684,Tax seems incorrect.,NEGATIVE
CMP0685,C0685,I need help understanding my bill.,NEGATIVE
CMP0686,C0686,"Great service, no issues with billing.",POSITIVE
CMP0687,C0687,"Great service, no issues with billing.",POSITIVE
CMP0688,C0688,Why was I billed for unused data?,NEGATIVE
CMP0689,C0689,"Great service, no issues with billing.",POSITIVE
CMP0690,C0690,Everything looks fine.,POSITIVE
CMP0691,C0691,The bill is way higher than expected.,NEGATIVE
CMP0692,C0692,"Great service, no issues with billing.",POSITIVE
CMP0693,C0693,Why was I billed for unused data?,NEGATIVE
CMP0694,C0694,Everything looks fine.,POSITIVE
CMP0695,C0695,Everything looks fine.,POSITIVE
CMP0696,C0696,My discount wasn’t applied.,NEGATIVE
CMP0697,C0697,Tax seems incorrect.,NEGATIVE
CMP0698,C0698,"Great service, no issues with billing.",POSITIVE
CMP0699,C0699,I need help understanding my bill.,NEGATIVE
CMP0700,C0700,"Great service, no issues with billing.",POSITIVE
CMP0701,C0701,I need help understanding my bill.,NEGATIVE
CMP0702,C0702,I was charged extra for roaming.,NEGATIVE
CMP0703,C0703,Charges match my usage perfectly.,POSITIVE
CMP0704,C0704,Everything looks fine.,POSITIVE
CMP0705,C0705,Why was I billed for unused data?,NEGATIVE
CMP0706,C0706,My discount wasn’t applied.,NEGATIVE
CMP0707,C0707,"Great service, no issues with billing.",POSITIVE
CMP0708,C0708,"Great service, no issues with billing.",POSITIVE
CMP0709,C0709,The bill is way higher than expected.,NEGATIVE
CMP0710,C0710,Tax seems incorrect.,NEGATIVE
CMP0711,C0711,Charges match my usage perfectly.,POSITIVE
CMP0712,C0712,Tax seems incorrect.,NEGATIVE
CMP0713,C0713,Why was I billed for unused data?,NEGATIVE
CMP0714,C0714,Charges match my usage perfectly.,POSITIVE
CMP0715,C0715,Tax seems incorrect.,NEGATIVE
CMP0716,C0716,My discount wasn’t applied.,NEGATIVE
CMP0717,C0717,Everything looks fine.,POSITIVE
CMP0718,C0718,"Great service, no issues with billing.",POSITIVE
CMP0719,C0719,"Great service, no issues with billing.",POSITIVE
CMP0720,C0720,I need help understanding my bill.,NEGATIVE
CMP0721,C0721,My discount wasn’t applied.,NEGATIVE
CMP0722,C0722,My discount wasn’t applied.,NEGATIVE
CMP0723,C0723,Why was I billed for unused data?,NEGATIVE
CMP0724,C0724,Thanks for resolving my last issue.,POSITIVE
CMP0725,C0725,Tax seems incorrect.,NEGATIVE
CMP0726,C0726,"Great service, no issues with billing.",POSITIVE
CMP0727,C0727,Thanks for resolving my last issue.,POSITIVE
CMP0728,C0728,"Great service, no issues with billing.",POSITIVE
CMP0729,C0729,I was charged extra for roaming.,NEGATIVE
CMP0730,C0730,The bill is way higher than expected.,NEGATIVE
CMP0731,C0731,The bill is way higher than expected.,NEGATIVE
CMP0732,C0732,"Great service, no issues with billing.",POSITIVE
CMP0733,C0733,Everything looks fine.,POSITIVE
CMP0734,C0734,I need help understanding my bill.,NEGATIVE
CMP0735,C0735,I need help understanding my bill.,NEGATIVE
CMP0736,C0736,Tax seems incorrect.,NEGATIVE
CMP0737,C0737,Charges match my usage perfectly.,POSITIVE
CMP0738,C0738,Why was I billed for unused data?,NEGATIVE
CMP0739,C0739,My discount wasn’t applied.,NEGATIVE
CMP0740,C0740,"Great service, no issues with billing.",POSITIVE
CMP0741,C0741,The bill is way higher than expected.,NEGATIVE
CMP0742,C0742,Why was I billed for unused data?,NEGATIVE
CMP0743,C0743,"Great service, no issues with billing.",POSITIVE
CMP0744,C0744,I need help understanding my bill.,NEGATIVE
CMP0745,C0745,Everything looks fine.,POSITIVE
CMP0746,C0746,Thanks for resolving my last issue.,POSITIVE
CMP0747,C0747,The bill is way higher than expected.,NEGATIVE
CMP0748,C0748,Everything looks fine.,POSITIVE
CMP0749,C0749,"Great service, no issues with billing.",POSITIVE
CMP0750,C0750,Everything looks fine.,POSITIVE
CMP0751,C0751,I need help understanding my bill.,NEGATIVE
CMP0752,C0752,The bill is way higher than expected.,NEGATIVE
CMP0753,C0753,"Great service, no issues with billing.",POSITIVE
CMP0754,C0754,"Great service, no issues with billing.",POSITIVE
CMP0755,C0755,Tax seems incorrect.,NEGATIVE
CMP0756,C0756,My discount wasn’t applied.,NEGATIVE
CMP0757,C0757,I was charged extra for roaming.,NEGATIVE
CMP0758,C0758,Tax seems incorrect.,NEGATIVE
CMP0759,C0759,My discount wasn’t applied.,NEGATIVE
CMP0760,C0760,I was charged extra for roaming.,NEGATIVE
CMP0761,C0761,Why was I billed for unused data?,NEGATIVE
CMP0762,C0762,Thanks for resolving my last issue.,POSITIVE
CMP0763,C0763,Everything looks fine.,POSITIVE
CMP0764,C0764,Charges match my usage perfectly.,POSITIVE
CMP0765,C0765,I was charged extra for roaming.,NEGATIVE
CMP0766,C0766,Tax seems incorrect.,NEGATIVE
CMP0767,C0767,Charges match my usage perfectly.,POSITIVE
CMP0768,C0768,Charges match my usage perfectly.,POSITIVE
CMP0769,C0769,Why was I billed for unused data?,NEGATIVE
CMP0770,C0770,I was charged extra for roaming.,NEGATIVE
CMP0771,C0771,Tax seems incorrect.,NEGATIVE
CMP0772,C0772,My discount wasn’t applied.,NEGATIVE
CMP0773,C0773,"Great service, no issues with billing.",POSITIVE
CMP0774,C0774,Everything looks fine.,POSITIVE
CMP0775,C0775,Charges match my usage perfectly.,POSITIVE
CMP0776,C0776,"Great service, no issues with billing.",POSITIVE
CMP0777,C0777,My discount wasn’t applied.,NEGATIVE
CMP0778,C0778,Charges match my usage perfectly.,POSITIVE
CMP0779,C0779,The bill is way higher than expected.,NEGATIVE
CMP0780,C0780,Tax seems incorrect.,NEGATIVE
CMP0781,C0781,Everything looks fine.,POSITIVE
CMP0782,C0782,Tax seems incorrect.,NEGATIVE
CMP0783,C0783,The bill is way higher than expected.,NEGATIVE
CMP0784,C0784,Charges match my usage perfectly.,POSITIVE
CMP0785,C0785,The bill is way higher than expected.,NEGATIVE
CMP0786,C0786,Thanks for resolving my last issue.,POSITIVE
CMP0787,C0787,"Great service, no issues with billing.",POSITIVE
CMP0788,C0788,The bill is way higher than expected.,NEGATIVE
CMP0789,C0789,Everything looks fine.,POSITIVE
CMP0790,C0790,Charges match my usage perfectly.,POSITIVE
CMP0791,C0791,Thanks for resolving my last issue.,POSITIVE
CMP0792,C0792,The bill is way higher than expected.,NEGATIVE
CMP0793,C0793,My discount wasn’t applied.,NEGATIVE
CMP0794,C0794,The bill is way higher than expected.,NEGATIVE
CMP0795,C0795,Tax seems incorrect.,NEGATIVE
CMP0796,C0796,Everything looks fine.,POSITIVE
CMP0797,C0797,Thanks for resolving my last issue.,POSITIVE
CMP0798,C0798,Charges match my usage perfectly.,POSITIVE
CMP0799,C0799,I need help understanding my bill.,NEGATIVE
CMP0800,C0800,My discount wasn’t applied.,NEGATIVE
CMP0801,C0801,My discount wasn’t applied.,NEGATIVE
CMP0802,C0802,My discount wasn’t applied.,NEGATIVE
CMP0803,C0803,Charges match my usage perfectly.,POSITIVE
CMP0804,C0804,Why was I billed for unused data?,NEGATIVE
CMP0805,C0805,I was charged extra for roaming.,NEGATIVE
CMP0806,C0806,Why was I billed for unused data?,NEGATIVE
CMP0807,C0807,I need help understanding my bill.,NEGATIVE
CMP0808,C0808,Tax seems incorrect.,NEGATIVE
CMP0809,C0809,Why was I billed for unused data?,NEGATIVE
CMP0810,C0810,I need help understanding my bill.,NEGATIVE
CMP0811,C0811,"Great service, no issues with billing.",POSITIVE
CMP0812,C0812,Everything looks fine.,POSITIVE
CMP0813,C0813,I need help understanding my bill.,NEGATIVE
CMP0814,C0814,My discount wasn’t applied.,NEGATIVE
CMP0815,C0815,"Great service, no issues with billing.",POSITIVE
CMP0816,C0816,The bill is way higher than expected.,NEGATIVE
CMP0817,C0817,Everything looks fine.,POSITIVE
CMP0818,C0818,I need help understanding my bill.,NEGATIVE
CMP0819,C0819,I was charged extra for roaming.,NEGATIVE
CMP0820,C0820,I need help understanding my bill.,NEGATIVE
CMP0821,C0821,"Great service, no issues with billing.",POSITIVE
CMP0822,C0822,I was charged extra for roaming.,NEGATIVE
CMP0823,C0823,Charges match my usage perfectly.,POSITIVE
CMP0824,C0824,Thanks for resolving my last issue.,POSITIVE
CMP0825,C0825,My discount wasn’t applied.,NEGATIVE
CMP0826,C0826,Why was I billed for unused data?,NEGATIVE
CMP0827,C0827,Thanks for resolving my last issue.,POSITIVE
CMP0828,C0828,I need help understanding my bill.,NEGATIVE
CMP0829,C0829,Everything looks fine.,POSITIVE
CMP0830,C0830,Thanks for resolving my last issue.,POSITIVE
CMP0831,C0831,Tax seems incorrect.,NEGATIVE
CMP0832,C0832,Everything looks fine.,POSITIVE
CMP0833,C0833,Why was I billed for unused data?,NEGATIVE
CMP0834,C0834,My discount wasn’t applied.,NEGATIVE
CMP0835,C0835,The bill is way higher than expected.,NEGATIVE
CMP0836,C0836,I need help understanding my bill.,NEGATIVE
CMP0837,C0837,My discount wasn’t applied.,NEGATIVE
CMP0838,C0838,The bill is way higher than expected.,NEGATIVE
CMP0839,C0839,I need help understanding my bill.,NEGATIVE
CMP0840,C0840,Charges match my usage perfectly.,POSITIVE
CMP0841,C0841,I need help understanding my bill.,NEGATIVE
CMP0842,C0842,Why was I billed for unused data?,NEGATIVE
CMP0843,C0843,"Great service, no issues with billing.",POSITIVE
CMP0844,C0844,Thanks for resolving my last issue.,POSITIVE
CMP0845,C0845,The bill is way higher than expected.,NEGATIVE
CMP0846,C0846,Thanks for resolving my last issue.,POSITIVE
CMP0847,C0847,Tax seems incorrect.,NEGATIVE
CMP0848,C0848,Why was I billed for unused data?,NEGATIVE
CMP0849,C0849,Everything looks fine.,POSITIVE
CMP0850,C0850,Thanks for resolving my last issue.,POSITIVE
CMP0851,C0851,"Great service, no issues with billing.",POSITIVE
CMP0852,C0852,Why was I billed for unused data?,NEGATIVE
CMP0853,C0853,My discount wasn’t applied.,NEGATIVE
CMP0854,C0854,Everything looks fine.,POSITIVE
CMP0855,C0855,Tax seems incorrect.,NEGATIVE
CMP0856,C0856,The bill is way higher than expected.,NEGATIVE
CMP0857,C0857,I need help understanding my bill.,NEGATIVE
CMP0858,C0858,Tax seems incorrect.,NEGATIVE
CMP0859,C0859,Everything looks fine.,POSITIVE
CMP0860,C0860,Charges match my usage perfectly.,POSITIVE
CMP0861,C0861,My discount wasn’t applied.,NEGATIVE
CMP0862,C0862,Everything looks fine.,POSITIVE
CMP0863,C0863,The bill is way higher than expected.,NEGATIVE
CMP0864,C0864,Why was I billed for unused data?,NEGATIVE
CMP0865,C0865,I need help understanding my bill.,NEGATIVE
CMP0866,C0866,I need help understanding my bill.,NEGATIVE
CMP0867,C0867,"Great service, no issues with billing.",POSITIVE
CMP0868,C0868,My discount wasn’t applied.,NEGATIVE
CMP0869,C0869,Why was I billed for unused data?,NEGATIVE
CMP0870,C0870,Everything looks fine.,POSITIVE
CMP0871,C0871,Tax seems incorrect.,NEGATIVE
CMP0872,C0872,I was charged extra for roaming.,NEGATIVE
CMP0873,C0873,I was charged extra for roaming.,NEGATIVE
CMP0874,C0874,The bill is way higher than expected.,NEGATIVE
CMP0875,C0875,Charges match my usage perfectly.,POSITIVE
CMP0876,C0876,I need help understanding my bill.,NEGATIVE
CMP0877,C0877,Charges match my usage perfectly.,POSITIVE
CMP0878,C0878,Charges match my usage perfectly.,POSITIVE
CMP0879,C0879,Why was I billed for unused data?,NEGATIVE
CMP0880,C0880,I was charged extra for roaming.,NEGATIVE
CMP0881,C0881,The bill is way higher than expected.,NEGATIVE
CMP0882,C0882,Everything looks fine.,POSITIVE
CMP0883,C0883,I need help understanding my bill.,NEGATIVE
CMP0884,C0884,Why was I billed for unused data?,NEGATIVE
CMP0885,C0885,The bill is way higher than expected.,NEGATIVE
CMP0886,C0886,I was charged extra for roaming.,NEGATIVE
CMP0887,C0887,Everything looks fine.,POSITIVE
CMP0888,C0888,My discount wasn’t applied.,NEGATIVE
CMP0889,C0889,Why was I billed for unused data?,NEGATIVE
CMP0890,C0890,"Great service, no issues with billing.",POSITIVE
CMP0891,C0891,Why was I billed for unused data?,NEGATIVE
CMP0892,C0892,My discount wasn’t applied.,NEGATIVE
CMP0893,C0893,Everything looks fine.,POSITIVE
CMP0894,C0894,Why was I billed for unused data?,NEGATIVE
CMP0895,C0895,"Great service, no issues with billing.",POSITIVE
CMP0896,C0896,I was charged extra for roaming.,NEGATIVE
CMP0897,C0897,Why was I billed for unused data?,NEGATIVE
CMP0898,C0898,I was charged extra for roaming.,NEGATIVE
CMP0899,C0899,The bill is way higher than expected.,NEGATIVE
CMP0900,C0900,Charges match my usage perfectly.,POSITIVE
CMP0901,C0901,Why was I billed for unused data?,NEGATIVE
CMP0902,C0902,Charges match my usage perfectly.,POSITIVE
CMP0903,C0903,Charges match my usage perfectly.,POSITIVE
CMP0904,C0904,The bill is way higher than expected.,NEGATIVE
CMP0905,C0905,Charges match my usage perfectly.,POSITIVE
CMP0906,C0906,Tax seems incorrect.,NEGATIVE
CMP0907,C0907,Charges match my usage perfectly.,POSITIVE
CMP0908,C0908,My discount wasn’t applied.,NEGATIVE
CMP0909,C0909,I need help understanding my bill.,NEGATIVE
CMP0910,C0910,I need help understanding my bill.,NEGATIVE
CMP0911,C0911,Charges match my usage perfectly.,POSITIVE
CMP0912,C0912,I need help understanding my bill.,NEGATIVE
CMP0913,C0913,The bill is way higher than expected.,NEGATIVE
CMP0914,C0914,I was charged extra for roaming.,NEGATIVE
CMP0915,C0915,Thanks for resolving my last issue.,POSITIVE
CMP0916,C0916,The bill is way higher than expected.,NEGATIVE
CMP0917,C0917,I need help understanding my bill.,NEGATIVE
CMP0918,C0918,Why was I billed for unused data?,NEGATIVE
CMP0919,C0919,Everything looks fine.,POSITIVE
CMP0920,C0920,The bill is way higher than expected.,NEGATIVE
CMP0921,C0921,I need help understanding my bill.,NEGATIVE
CMP0922,C0922,My discount wasn’t applied.,NEGATIVE
CMP0923,C0923,Everything looks fine.,POSITIVE
CMP0924,C0924,"Great service, no issues with billing.",POSITIVE
CMP0925,C0925,The bill is way higher than expected.,NEGATIVE
CMP0926,C0926,I need help understanding my bill.,NEGATIVE
CMP0927,C0927,Thanks for resolving my last issue.,POSITIVE
CMP0928,C0928,I need help understanding my bill.,NEGATIVE
CMP0929,C0929,My discount wasn’t applied.,NEGATIVE
CMP0930,C0930,Tax seems incorrect.,NEGATIVE
CMP0931,C0931,"Great service, no issues with billing.",POSITIVE
CMP0932,C0932,I was charged extra for roaming.,NEGATIVE
CMP0933,C0933,My discount wasn’t applied.,NEGATIVE
CMP0934,C0934,Charges match my usage perfectly.,POSITIVE
CMP0935,C0935,The bill is way higher than expected.,NEGATIVE
CMP0936,C0936,"Great service, no issues with billing.",POSITIVE
CMP0937,C0937,I was charged extra for roaming.,NEGATIVE
CMP0938,C0938,My discount wasn’t applied.,NEGATIVE
CMP0939,C0939,Thanks for resolving my last issue.,POSITIVE
CMP0940,C0940,Tax seems incorrect.,NEGATIVE
CMP0941,C0941,Thanks for resolving my last issue.,POSITIVE
CMP0942,C0942,My discount wasn’t applied.,NEGATIVE
CMP0943,C0943,I was charged extra for roaming.,NEGATIVE
CMP0944,C0944,Thanks for resolving my last issue.,POSITIVE
CMP0945,C0945,I was charged extra for roaming.,NEGATIVE
CMP0946,C0946,The bill is way higher than expected.,NEGATIVE
CMP0947,C0947,Tax seems incorrect.,NEGATIVE
CMP0948,C0948,My discount wasn’t applied.,NEGATIVE
CMP0949,C0949,I was charged extra for roaming.,NEGATIVE
CMP0950,C0950,Everything looks fine.,POSITIVE
CMP0951,C0951,Thanks for resolving my last issue.,POSITIVE
CMP0952,C0952,My discount wasn’t applied.,NEGATIVE
CMP0953,C0953,Tax seems incorrect.,NEGATIVE
CMP0954,C0954,Tax seems incorrect.,NEGATIVE
CMP0955,C0955,I was charged extra for roaming.,NEGATIVE
CMP0956,C0956,Everything looks fine.,POSITIVE
CMP0957,C0957,Why was I billed for unused data?,NEGATIVE
CMP0958,C0958,I was charged extra for roaming.,NEGATIVE
CMP0959,C0959,The bill is way higher than expected.,NEGATIVE
CMP0960,C0960,Why was I billed for unused data?,NEGATIVE
CMP0961,C0961,I was charged extra for roaming.,NEGATIVE
CMP0962,C0962,Thanks for resolving my last issue.,POSITIVE
CMP0963,C0963,Thanks for resolving my last issue.,POSITIVE
CMP0964,C0964,Charges match my usage perfectly.,POSITIVE
CMP0965,C0965,"Great service, no issues with billing.",POSITIVE
CMP0966,C0966,"Great service, no issues with billing.",POSITIVE
CMP0967,C0967,I need help understanding my bill.,NEGATIVE
CMP0968,C0968,I was charged extra for roaming.,NEGATIVE
CMP0969,C0969,Charges match my usage perfectly.,POSITIVE
CMP0970,C0970,The bill is way higher than expected.,NEGATIVE
CMP0971,C0971,I was charged extra for roaming.,NEGATIVE
CMP0972,C0972,My discount wasn’t applied.,NEGATIVE
CMP0973,C0973,Why was I billed for unused data?,NEGATIVE
CMP0974,C0974,I was charged extra for roaming.,NEGATIVE
CMP0975,C0975,I was charged extra for roaming.,NEGATIVE
CMP0976,C0976,I need help understanding my bill.,NEGATIVE
CMP0977,C0977,I was charged extra for roaming.,NEGATIVE
CMP0978,C0978,"Great service, no issues with billing.",POSITIVE
CMP0979,C0979,Thanks for resolving my last issue.,POSITIVE
CMP0980,C0980,I need help understanding my bill.,NEGATIVE
CMP0981,C0981,Tax seems incorrect.,NEGATIVE
CMP0982,C0982,Everything looks fine.,POSITIVE
CMP0983,C0983,Tax seems incorrect.,NEGATIVE
CMP0984,C0984,Everything looks fine.,POSITIVE
CMP0985,C0985,Why was I billed for unused data?,NEGATIVE
CMP0986,C0986,Tax seems incorrect.,NEGATIVE
CMP0987,C0987,"Great service, no issues with billing.",POSITIVE
CMP0988,C0988,"Great service, no issues with billing.",POSITIVE
CMP0989,C0989,I need help understanding my bill.,NEGATIVE
CMP0990,C0990,Charges match my usage perfectly.,POSITIVE
CMP0991,C0991,I was charged extra for roaming.,NEGATIVE
CMP0992,C0992,My discount wasn’t applied.,NEGATIVE
CMP0993,C0993,"Great service, no issues with billing.",POSITIVE
CMP0994,C0994,Charges match my usage perfectly.,POSITIVE
CMP0995,C0995,My discount wasn’t applied.,NEGATIVE
CMP0996,C0996,I need help understanding my bill.,NEGATIVE
CMP0997,C0997,Thanks for resolving my last issue.,POSITIVE
CMP0998,C0998,Thanks for resolving my last issue.,POSITIVE
CMP0999,C0999,Thanks for resolving my last issue.,POSITIVE
CMP1000,C1000,Charges match my usage perfectly.,POSITIVE
